"IBRC_Geo_ID","State","District Name","Year","Total Population","White Alone","Black Alone","American Indian or Alaskan Native","Asian Alone","Hawaiian or Pacific Islander Alone","Two or More Races","Not Hispanic","Hispanic"
"6500001                             ","AK","Kenai Peninsula Economic Development District","1990","41125.0","37508.0","199.0","3003.0","415.0","","","40421.0","704.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","1991","42649.0","38893.0","204.0","3120.0","432.0","","","41913.0","736.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","1992","43496.0","39670.0","212.0","3173.0","441.0","","","42748.0","748.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","1993","44201.0","40265.0","219.0","3251.0","466.0","","","43431.0","770.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","1994","45588.0","41435.0","237.0","3423.0","493.0","","","44761.0","827.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","1995","46719.0","42408.0","232.0","3561.0","518.0","","","45857.0","862.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","1996","47859.0","43325.0","255.0","3725.0","554.0","","","46957.0","902.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","1997","48544.0","43777.0","280.0","3909.0","578.0","","","47600.0","944.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","1998","49196.0","44232.0","293.0","4080.0","591.0","","","48231.0","965.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","1999","49729.0","44652.0","295.0","4169.0","613.0","","","48724.0","1005.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2000","49618.0","43353.0","236.0","3760.0","488.0","88.0","1693.0","48530.0","1088.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2001","49986.0","43611.0","273.0","3729.0","512.0","79.0","1782.0","48826.0","1160.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2002","50804.0","44144.0","287.0","3811.0","538.0","89.0","1935.0","49547.0","1257.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2003","50963.0","44214.0","283.0","3808.0","547.0","91.0","2020.0","49657.0","1306.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2004","51404.0","44423.0","271.0","3819.0","570.0","110.0","2211.0","50055.0","1349.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2005","51590.0","44557.0","283.0","3829.0","562.0","111.0","2248.0","50188.0","1402.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2006","52253.0","44951.0","279.0","3909.0","573.0","122.0","2419.0","50789.0","1464.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2007","53272.0","45711.0","277.0","3975.0","618.0","115.0","2576.0","51747.0","1525.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2008","53655.0","45974.0","278.0","3994.0","649.0","130.0","2630.0","52083.0","1572.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2009","54796.0","46817.0","276.0","4119.0","626.0","133.0","2825.0","53177.0","1619.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2010","55554.0","47330.0","305.0","4145.0","660.0","135.0","2979.0","53882.0","1672.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2011","56299.0","47869.0","331.0","4231.0","696.0","144.0","3028.0","54514.0","1785.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2012","56900.0","48375.0","388.0","4210.0","700.0","150.0","3077.0","54968.0","1932.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2013","57014.0","48367.0","400.0","4226.0","775.0","148.0","3098.0","54938.0","2076.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2014","57558.0","48599.0","397.0","4352.0","806.0","155.0","3249.0","55361.0","2197.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2015","58034.0","48821.0","411.0","4463.0","848.0","149.0","3342.0","55733.0","2301.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2016","58458.0","49066.0","439.0","4556.0","928.0","153.0","3316.0","56041.0","2417.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2017","58558.0","48955.0","448.0","4620.0","1053.0","156.0","3326.0","56123.0","2435.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2018","58561.0","48793.0","449.0","4702.0","1075.0","182.0","3360.0","56079.0","2482.0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2019","58708.0","48890.0","474.0","4698.0","1091.0","179.0","3376.0","56202.0","2506.0"
"6500002                             ","AK","Prince William Sound Economic Development District","1990","10024.0","8401.0","43.0","1265.0","315.0","","","9788.0","236.0"
"6500002                             ","AK","Prince William Sound Economic Development District","1991","10105.0","8430.0","41.0","1301.0","333.0","","","9869.0","236.0"
"6500002                             ","AK","Prince William Sound Economic Development District","1992","10057.0","8373.0","41.0","1315.0","328.0","","","9828.0","229.0"
"6500002                             ","AK","Prince William Sound Economic Development District","1993","10166.0","8445.0","49.0","1337.0","335.0","","","9933.0","233.0"
"6500002                             ","AK","Prince William Sound Economic Development District","1994","10218.0","8455.0","41.0","1368.0","354.0","","","9986.0","232.0"
"6500002                             ","AK","Prince William Sound Economic Development District","1995","10287.0","8503.0","35.0","1381.0","368.0","","","10061.0","226.0"
"6500002                             ","AK","Prince William Sound Economic Development District","1996","10199.0","8369.0","39.0","1412.0","379.0","","","9951.0","248.0"
"6500002                             ","AK","Prince William Sound Economic Development District","1997","10258.0","8388.0","41.0","1425.0","404.0","","","10013.0","245.0"
"6500002                             ","AK","Prince William Sound Economic Development District","1998","10138.0","8233.0","42.0","1468.0","395.0","","","9892.0","246.0"
"6500002                             ","AK","Prince William Sound Economic Development District","1999","10077.0","8151.0","43.0","1480.0","403.0","","","9822.0","255.0"
"6500002                             ","AK","Prince William Sound Economic Development District","2000","10210.0","7908.0","33.0","1361.0","372.0","27.0","509.0","9923.0","287.0"
"6500002                             ","AK","Prince William Sound Economic Development District","2001","10114.0","7737.0","34.0","1388.0","391.0","25.0","539.0","9828.0","286.0"
"6500002                             ","AK","Prince William Sound Economic Development District","2002","10061.0","7676.0","35.0","1375.0","406.0","29.0","540.0","9760.0","301.0"
"6500002                             ","AK","Prince William Sound Economic Development District","2003","9996.0","7622.0","33.0","1343.0","412.0","34.0","552.0","9694.0","302.0"
"6500002                             ","AK","Prince William Sound Economic Development District","2004","9990.0","7588.0","34.0","1383.0","393.0","34.0","558.0","9688.0","302.0"
"6500002                             ","AK","Prince William Sound Economic Development District","2005","9914.0","7553.0","41.0","1352.0","375.0","44.0","549.0","9611.0","303.0"
"6500002                             ","AK","Prince William Sound Economic Development District","2006","9828.0","7425.0","47.0","1345.0","379.0","49.0","583.0","9511.0","317.0"
"6500002                             ","AK","Prince William Sound Economic Development District","2007","9572.0","7220.0","48.0","1338.0","339.0","51.0","576.0","9264.0","308.0"
"6500002                             ","AK","Prince William Sound Economic Development District","2008","9458.0","7090.0","46.0","1293.0","371.0","51.0","607.0","9127.0","331.0"
"6500002                             ","AK","Prince William Sound Economic Development District","2009","9492.0","7086.0","47.0","1296.0","382.0","55.0","626.0","9155.0","337.0"
"6500002                             ","AK","Prince William Sound Economic Development District","2010","9657.0","7206.0","53.0","1327.0","364.0","56.0","651.0","9301.0","356.0"
"6500002                             ","AK","Prince William Sound Economic Development District","2011","9740.0","7239.0","73.0","1325.0","369.0","61.0","673.0","9366.0","374.0"
"6500002                             ","AK","Prince William Sound Economic Development District","2012","9734.0","7185.0","96.0","1330.0","382.0","56.0","685.0","9312.0","422.0"
"6500002                             ","AK","Prince William Sound Economic Development District","2013","9781.0","7226.0","87.0","1328.0","393.0","55.0","692.0","9340.0","441.0"
"6500002                             ","AK","Prince William Sound Economic Development District","2014","9478.0","6990.0","93.0","1304.0","385.0","52.0","654.0","9043.0","435.0"
"6500002                             ","AK","Prince William Sound Economic Development District","2015","9319.0","6861.0","92.0","1283.0","388.0","59.0","636.0","8857.0","462.0"
"6500002                             ","AK","Prince William Sound Economic Development District","2016","9314.0","6861.0","88.0","1286.0","399.0","58.0","622.0","8855.0","459.0"
"6500002                             ","AK","Prince William Sound Economic Development District","2017","9220.0","6731.0","88.0","1294.0","426.0","57.0","624.0","8731.0","489.0"
"6500002                             ","AK","Prince William Sound Economic Development District","2018","9161.0","6642.0","93.0","1305.0","444.0","49.0","628.0","8667.0","494.0"
"6500002                             ","AK","Prince William Sound Economic Development District","2019","9202.0","6642.0","94.0","1314.0","467.0","53.0","632.0","8684.0","518.0"
"6500003                             ","AK","Southeast Conference","1990","69506.0","54060.0","385.0","12986.0","2075.0","","","68145.0","1361.0"
"6500003                             ","AK","Southeast Conference","1991","71142.0","55405.0","389.0","13162.0","2186.0","","","69766.0","1376.0"
"6500003                             ","AK","Southeast Conference","1992","72040.0","56120.0","413.0","13238.0","2269.0","","","70644.0","1396.0"
"6500003                             ","AK","Southeast Conference","1993","73133.0","56954.0","438.0","13382.0","2359.0","","","71718.0","1415.0"
"6500003                             ","AK","Southeast Conference","1994","73296.0","56895.0","440.0","13546.0","2415.0","","","71844.0","1452.0"
"6500003                             ","AK","Southeast Conference","1995","73782.0","57185.0","415.0","13687.0","2495.0","","","72283.0","1499.0"
"6500003                             ","AK","Southeast Conference","1996","74559.0","57475.0","434.0","14002.0","2648.0","","","72977.0","1582.0"
"6500003                             ","AK","Southeast Conference","1997","74772.0","57404.0","449.0","14148.0","2771.0","","","73102.0","1670.0"
"6500003                             ","AK","Southeast Conference","1998","73705.0","56262.0","455.0","14189.0","2799.0","","","72012.0","1693.0"
"6500003                             ","AK","Southeast Conference","1999","73372.0","55826.0","469.0","14218.0","2859.0","","","71570.0","1802.0"
"6500003                             ","AK","Southeast Conference","2000","56708.0","42318.0","373.0","7912.0","2456.0","186.0","3463.0","54960.0","1748.0"
"6500003                             ","AK","Southeast Conference","2001","56123.0","41634.0","428.0","7777.0","2540.0","202.0","3542.0","54278.0","1845.0"
"6500003                             ","AK","Southeast Conference","2002","56212.0","41405.0","425.0","7775.0","2679.0","214.0","3714.0","54256.0","1956.0"
"6500003                             ","AK","Southeast Conference","2003","56219.0","41159.0","427.0","7682.0","2818.0","238.0","3895.0","54175.0","2044.0"
"6500003                             ","AK","Southeast Conference","2004","56165.0","40761.0","430.0","7747.0","2827.0","237.0","4163.0","53987.0","2178.0"
"6500003                             ","AK","Southeast Conference","2005","56247.0","40561.0","444.0","7759.0","2949.0","233.0","4301.0","53954.0","2293.0"
"6500003                             ","AK","Southeast Conference","2006","56288.0","40298.0","427.0","7808.0","3031.0","244.0","4480.0","53892.0","2396.0"
"6500003                             ","AK","Southeast Conference","2007","55909.0","39760.0","438.0","7714.0","3117.0","249.0","4631.0","53509.0","2400.0"
"6500003                             ","AK","Southeast Conference","2008","56302.0","39882.0","429.0","7704.0","3217.0","271.0","4799.0","53770.0","2532.0"
"6500003                             ","AK","Southeast Conference","2009","56146.0","39355.0","402.0","7732.0","3334.0","289.0","5034.0","53602.0","2544.0"
"6500003                             ","AK","Southeast Conference","2010","57004.0","39811.0","437.0","7749.0","3490.0","296.0","5221.0","54316.0","2688.0"
"6500003                             ","AK","Southeast Conference","2011","57949.0","40356.0","500.0","7797.0","3558.0","346.0","5392.0","55077.0","2872.0"
"6500003                             ","AK","Southeast Conference","2012","58371.0","40480.0","600.0","7808.0","3647.0","388.0","5448.0","55294.0","3077.0"
"6500003                             ","AK","Southeast Conference","2013","58498.0","40438.0","637.0","7828.0","3767.0","409.0","5419.0","55293.0","3205.0"
"6500003                             ","AK","Southeast Conference","2014","58331.0","40299.0","664.0","7814.0","3805.0","402.0","5347.0","55073.0","3258.0"
"6500003                             ","AK","Southeast Conference","2015","58246.0","40123.0","656.0","7835.0","3889.0","416.0","5327.0","54861.0","3385.0"
"6500003                             ","AK","Southeast Conference","2016","57998.0","39768.0","673.0","7795.0","3996.0","427.0","5339.0","54436.0","3562.0"
"6500003                             ","AK","Southeast Conference","2017","57699.0","39353.0","683.0","7774.0","4052.0","449.0","5388.0","54055.0","3644.0"
"6500003                             ","AK","Southeast Conference","2018","57531.0","39233.0","720.0","7678.0","4039.0","472.0","5389.0","53809.0","3722.0"
"6500003                             ","AK","Southeast Conference","2019","57477.0","39125.0","732.0","7629.0","4049.0","485.0","5457.0","53719.0","3758.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","1990","32550.0","19738.0","679.0","9117.0","3016.0","","","31124.0","1426.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","1991","33062.0","19702.0","610.0","9583.0","3167.0","","","31627.0","1435.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","1992","33554.0","19637.0","620.0","9938.0","3359.0","","","32094.0","1460.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","1993","34780.0","20111.0","632.0","10335.0","3702.0","","","33236.0","1544.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","1994","32015.0","17890.0","513.0","9932.0","3680.0","","","30554.0","1461.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","1995","30580.0","16689.0","419.0","9717.0","3755.0","","","29107.0","1473.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","1996","30785.0","16360.0","429.0","9962.0","4034.0","","","29229.0","1556.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","1997","30106.0","15583.0","337.0","10057.0","4129.0","","","28558.0","1548.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","1998","29850.0","15187.0","323.0","10134.0","4206.0","","","28283.0","1567.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","1999","29927.0","14912.0","344.0","10258.0","4413.0","","","28240.0","1687.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2000","30108.0","14327.0","388.0","9575.0","4402.0","173.0","1243.0","28205.0","1903.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2001","29590.0","13952.0","426.0","9167.0","4612.0","172.0","1261.0","27651.0","1939.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2002","29544.0","13775.0","480.0","9020.0","4773.0","174.0","1322.0","27550.0","1994.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2003","29274.0","13388.0","492.0","8839.0","4952.0","187.0","1416.0","27245.0","2029.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2004","29369.0","13304.0","530.0","8771.0","5070.0","197.0","1497.0","27309.0","2060.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2005","29456.0","13048.0","561.0","8719.0","5224.0","215.0","1689.0","27304.0","2152.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2006","29204.0","12835.0","593.0","8526.0","5256.0","214.0","1780.0","27080.0","2124.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2007","29174.0","12725.0","632.0","8491.0","5232.0","223.0","1871.0","26996.0","2178.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2008","29061.0","12505.0","635.0","8379.0","5346.0","223.0","1973.0","26808.0","2253.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2009","29490.0","12661.0","673.0","8381.0","5489.0","233.0","2053.0","27216.0","2274.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2010","29862.0","12731.0","710.0","8465.0","5604.0","241.0","2111.0","27563.0","2299.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2011","30273.0","12781.0","794.0","8523.0","5806.0","248.0","2121.0","27860.0","2413.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2012","30584.0","12873.0","833.0","8404.0","6053.0","292.0","2129.0","28079.0","2505.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2013","30809.0","12737.0","913.0","8419.0","6326.0","293.0","2121.0","28245.0","2564.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2014","30652.0","12465.0","956.0","8320.0","6485.0","304.0","2122.0","27956.0","2696.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2015","30408.0","12324.0","939.0","8166.0","6549.0","331.0","2099.0","27632.0","2776.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2016","30268.0","12098.0","947.0","8080.0","6749.0","320.0","2074.0","27469.0","2799.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2017","30117.0","11790.0","984.0","8019.0","6886.0","335.0","2103.0","27283.0","2834.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2018","29752.0","11556.0","985.0","8023.0","6741.0","325.0","2122.0","26978.0","2774.0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2019","29313.0","11261.0","974.0","7920.0","6668.0","329.0","2161.0","26611.0","2702.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","1990","211536.0","102747.0","107160.0","1383.0","246.0","","","210909.0","627.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","1991","211684.0","102574.0","107457.0","1408.0","245.0","","","211096.0","588.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","1992","211912.0","102100.0","108165.0","1408.0","239.0","","","211351.0","561.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","1993","212655.0","101953.0","109015.0","1437.0","250.0","","","212070.0","585.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","1994","213027.0","101555.0","109778.0","1445.0","249.0","","","212422.0","605.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","1995","212953.0","100990.0","110224.0","1481.0","258.0","","","212309.0","644.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","1996","212483.0","100359.0","110279.0","1563.0","282.0","","","211755.0","728.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","1997","211969.0","99556.0","110552.0","1576.0","285.0","","","211185.0","784.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","1998","210836.0","98709.0","110279.0","1568.0","280.0","","","209982.0","854.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","1999","209930.0","97718.0","110335.0","1598.0","279.0","","","208998.0","932.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2000","208405.0","96123.0","109084.0","1769.0","391.0","31.0","1007.0","206793.0","1612.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2001","206710.0","94822.0","108678.0","1763.0","397.0","28.0","1022.0","205051.0","1659.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2002","204641.0","93520.0","107840.0","1817.0","393.0","28.0","1043.0","202977.0","1664.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2003","203062.0","92253.0","107442.0","1832.0","404.0","36.0","1095.0","201381.0","1681.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2004","201430.0","90985.0","106990.0","1863.0","418.0","36.0","1138.0","199758.0","1672.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2005","199499.0","89780.0","106134.0","1892.0","423.0","60.0","1210.0","197796.0","1703.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2006","198907.0","88851.0","106402.0","1909.0","438.0","70.0","1237.0","197209.0","1698.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2007","197598.0","87773.0","106036.0","1974.0","447.0","69.0","1299.0","195895.0","1703.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2008","197022.0","86825.0","106327.0","1995.0","457.0","78.0","1340.0","195310.0","1712.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2009","195234.0","86148.0","105143.0","2003.0","467.0","85.0","1388.0","193441.0","1793.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2010","194145.0","85293.0","104856.0","2028.0","478.0","85.0","1405.0","192301.0","1844.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2011","191832.0","84194.0","103469.0","1995.0","559.0","87.0","1528.0","189826.0","2006.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2012","189560.0","83478.0","101820.0","1982.0","633.0","91.0","1556.0","187350.0","2210.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2013","187132.0","82309.0","100404.0","1958.0","729.0","92.0","1640.0","184791.0","2341.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2014","185209.0","81442.0","99168.0","2010.0","783.0","93.0","1713.0","182799.0","2410.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2015","183600.0","80716.0","98191.0","2003.0","855.0","95.0","1740.0","181141.0","2459.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2016","181002.0","79361.0","96849.0","1978.0","914.0","99.0","1801.0","178464.0","2538.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2017","178607.0","78482.0","95283.0","1988.0","940.0","95.0","1819.0","176011.0","2596.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2018","176160.0","77320.0","93835.0","2007.0","1014.0","98.0","1886.0","173501.0","2659.0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2019","173119.0","76012.0","92095.0","2042.0","978.0","101.0","1891.0","170394.0","2725.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","1990","442633.0","346008.0","94249.0","884.0","1492.0","","","440221.0","2412.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","1991","443993.0","347090.0","94536.0","910.0","1457.0","","","441607.0","2386.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","1992","447273.0","349287.0","95574.0","928.0","1484.0","","","444776.0","2497.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","1993","450534.0","351523.0","96533.0","954.0","1524.0","","","447867.0","2667.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","1994","453098.0","353040.0","97533.0","986.0","1539.0","","","450163.0","2935.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","1995","455712.0","354709.0","98412.0","1006.0","1585.0","","","452499.0","3213.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","1996","458347.0","356753.0","98839.0","1125.0","1630.0","","","454671.0","3676.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","1997","461933.0","359160.0","99932.0","1191.0","1650.0","","","457819.0","4114.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","1998","464091.0","360656.0","100542.0","1208.0","1685.0","","","459434.0","4657.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","1999","463084.0","359708.0","100475.0","1229.0","1672.0","","","458258.0","4826.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2000","460061.0","354526.0","99337.0","1399.0","1545.0","158.0","3096.0","454130.0","5931.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2001","459876.0","353832.0","99521.0","1446.0","1650.0","178.0","3249.0","453198.0","6678.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2002","459997.0","353413.0","99628.0","1516.0","1693.0","215.0","3532.0","452786.0","7211.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2003","460531.0","353142.0","99884.0","1567.0","1824.0","260.0","3854.0","452746.0","7785.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2004","461480.0","353094.0","100414.0","1609.0","1933.0","294.0","4136.0","453091.0","8389.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2005","462934.0","353312.0","100985.0","1738.0","2080.0","338.0","4481.0","453682.0","9252.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2006","465298.0","354403.0","101725.0","1803.0","2147.0","378.0","4842.0","455215.0","10083.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2007","467129.0","355082.0","102328.0","1879.0","2248.0","412.0","5180.0","456394.0","10735.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2008","469556.0","356066.0","103259.0","1941.0","2288.0","447.0","5555.0","458160.0","11396.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2009","470543.0","356407.0","103296.0","2019.0","2499.0","487.0","5835.0","458387.0","12156.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2010","470219.0","355900.0","103074.0","2055.0","2569.0","523.0","6098.0","457740.0","12479.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2011","468246.0","354198.0","102461.0","2056.0","2685.0","529.0","6317.0","455449.0","12797.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2012","466926.0","352232.0","102738.0","2061.0","2826.0","527.0","6542.0","453960.0","12966.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2013","465298.0","350186.0","102773.0","2110.0","2982.0","514.0","6733.0","452173.0","13125.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2014","463441.0","347931.0","102808.0","2149.0","3115.0","508.0","6930.0","450286.0","13155.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2015","461785.0","345989.0","102688.0","2196.0","3235.0","515.0","7162.0","448441.0","13344.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2016","460043.0","344397.0","102114.0","2269.0","3321.0","527.0","7415.0","446343.0","13700.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2017","459644.0","343722.0","102159.0","2260.0","3366.0","534.0","7603.0","445654.0","13990.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2018","458902.0","342401.0","102375.0","2313.0","3365.0","548.0","7900.0","444408.0","14494.0"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2019","457198.0","340944.0","101977.0","2376.0","3327.0","555.0","8019.0","442316.0","14882.0"
"6500007                             ","AL","North-Central Alabama Council of Governments","1990","199943.0","181362.0","15523.0","2572.0","486.0","","","198993.0","950.0"
"6500007                             ","AL","North-Central Alabama Council of Governments","1991","202958.0","183932.0","15828.0","2674.0","524.0","","","201860.0","1098.0"
"6500007                             ","AL","North-Central Alabama Council of Governments","1992","205867.0","186500.0","16150.0","2666.0","551.0","","","204609.0","1258.0"
"6500007                             ","AL","North-Central Alabama Council of Governments","1993","208903.0","189105.0","16509.0","2707.0","582.0","","","207392.0","1511.0"
"6500007                             ","AL","North-Central Alabama Council of Governments","1994","210997.0","190925.0","16734.0","2750.0","588.0","","","209181.0","1816.0"
"6500007                             ","AL","North-Central Alabama Council of Governments","1995","213441.0","192911.0","17053.0","2835.0","642.0","","","211209.0","2232.0"
"6500007                             ","AL","North-Central Alabama Council of Governments","1996","215905.0","194993.0","17290.0","2942.0","680.0","","","213218.0","2687.0"
"6500007                             ","AL","North-Central Alabama Council of Governments","1997","218106.0","196765.0","17634.0","3003.0","704.0","","","214813.0","3293.0"
"6500007                             ","AL","North-Central Alabama Council of Governments","1998","220389.0","198766.0","17853.0","3030.0","740.0","","","216390.0","3999.0"
"6500007                             ","AL","North-Central Alabama Council of Governments","1999","222272.0","200291.0","18090.0","3135.0","756.0","","","217494.0","4778.0"
"6500007                             ","AL","North-Central Alabama Council of Governments","2000","223568.0","198981.0","17996.0","3015.0","709.0","105.0","2762.0","217829.0","5739.0"
"6500007                             ","AL","North-Central Alabama Council of Governments","2001","223967.0","199043.0","18101.0","3072.0","769.0","102.0","2880.0","217592.0","6375.0"
"6500007                             ","AL","North-Central Alabama Council of Governments","2002","223907.0","198789.0","18068.0","3126.0","793.0","124.0","3007.0","217024.0","6883.0"
"6500007                             ","AL","North-Central Alabama Council of Governments","2003","225043.0","199420.0","18218.0","3236.0","866.0","118.0","3185.0","217543.0","7500.0"
"6500007                             ","AL","North-Central Alabama Council of Governments","2004","225455.0","199657.0","18222.0","3230.0","890.0","130.0","3326.0","217260.0","8195.0"
"6500007                             ","AL","North-Central Alabama Council of Governments","2005","227091.0","200852.0","18309.0","3291.0","949.0","145.0","3545.0","217988.0","9103.0"
"6500007                             ","AL","North-Central Alabama Council of Governments","2006","228563.0","201817.0","18525.0","3400.0","984.0","150.0","3687.0","218626.0","9937.0"
"6500007                             ","AL","North-Central Alabama Council of Governments","2007","230266.0","203022.0","18722.0","3442.0","1042.0","159.0","3879.0","219398.0","10868.0"
